c Random Network
p max 10000    6000
n         1  s
n     10000  t
a     387    2869       4
a    1964    4877       9
a    2155    1737       4
a    9873    4592       5
a    1162    1893       3
a    8235    4120       9
a      85     133       2
a     270    1379       8
a    8049    2472       9
a     696     744       9
a    1077    2406       7
a    2611    1546       9
a    5722    1617       3
a    1357    8095       1
a    3395    8811      10
a    2002    8517       4
a    7150    4249       4
a       8      32       1
a    1085    1110       2
a     790     689       5
a    2420    8095      10
a     384    1529       5
a    6068    4160       8
a    8056    5525       4
a    6434    6371       5
a    2612    4412      10
a    2095    4313       1
a     129     493       3
a     109     169       3
a    1796    1544       7
a    3686    5945       7
a    1311    5830       9
a    4323    2432       4
a    4538    2918       2
a    2441    2485       8
a    1391    3048       4
a     619    2387       7
a    3862    2426       2
a    5962    2444       4
a    6361    3168       3
a    6734    4618       1
a    8183    9885       1
a     818    8940       9
a    2490    5258       8
a    7960    2546       8
a    6469    8911       1
a    1843    7056       2
a    7970     660       9
a    2872    1687       5
a    9420    7814       1
a    8531    8477       4
a    6590    3045       6
a    9383    9029       6
a     461    1701       5
a     219    2139       8
