# Summary: Whole-Script Confusables
# File: confusablesWholeScript.txt
# Version: 2.1
# Generated: 2010-04-13, 01:33:25 GMT
# Checkin: $Revision: 1.29 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
# This data is used for determining whether a strings is a
# whole-script or mixed-script confusable.
# The mappings here ignore common and inherited script characters,
# such as accents.

# Lowercase Only

# Arabic; Latin: [ةۃ]

0629          ; Arab; Latn; L #      (ة)  ARABIC LETTER TEH MARBUTA
04C5          ; Cyrl; Cans; A #      (Ӆ)  CYRILLIC CAPITAL LETTER EL WITH TAIL
04C7          ; Cyrl; Cans; A #      (Ӈ)  CYRILLIC CAPITAL LETTER EN WITH HOOK
04C9          ; Cyrl; Cans; A #      (Ӊ)  CYRILLIC CAPITAL LETTER EN WITH TAIL
04CD          ; Cyrl; Cans; A #      (Ӎ)  CYRILLIC CAPITAL LETTER EM WITH TAIL
0501          ; Cyrl; Cans; A #      (ԁ)  CYRILLIC SMALL LETTER KOMI DE

# Total code points: 24

# Cyrillic; Tifinagh: [ІЕИЛОХҲӅӨ]

0406          ; Cyrl; Tfng; A #      (І)  CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I
0415          ; Cyrl; Tfng; A #      (Е)  CYRILLIC CAPITAL LETTER IE
0418          ; Cyrl; Tfng; A #      (И)  CYRILLIC CAPITAL LETTER I
041B          ; Cyrl; Tfng; A #      (Л)  CYRILLIC CAPITAL LETTER EL
041E          ; Cyrl; Tfng; A #      (О)  CYRILLIC CAPITAL LETTER O
0425          ; Cyrl; Tfng; A #      (Х)  CYRILLIC CAPITAL LETTER HA
04B2          ; Cyrl; Tfng; A #      (Ҳ)  CYRILLIC CAPITAL LETTER HA WITH DESCENDER
04C5          ; Cyrl; Tfng; A #      (Ӆ)  CYRILLIC CAPITAL LETTER EL WITH TAIL
04E8          ; Cyrl; Tfng; A #      (Ө)  CYRILLIC CAPITAL LETTER BARRED O

# Total code points: 9

# Devanagari; Armenian: [०]

0966          ; Deva; Armn; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Bengali: [ँ़]

0901          ; Deva; Beng; A #      (ँ)  DEVANAGARI SIGN CANDRABINDU
093C          ; Deva; Beng; A #      (़)  DEVANAGARI SIGN NUKTA

# Total code points: 2

# Devanagari; Cyrillic: [०]

0966          ; Deva; Cyrl; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Greek: [०]

0966          ; Deva; Grek; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Gujarati: [ँ-ः़ऽुू्०२-४८]

0901..0903    ; Deva; Gujr; A #  [3] (ँ..ः)  DEVANAGARI SIGN CANDRABINDU..DEVANAGARI SIGN VISARGA
093C..093D    ; Deva; Gujr; A #  [2] (़..ऽ)  DEVANAGARI SIGN NUKTA..DEVANAGARI SIGN AVAGRAHA
0941..0942    ; Deva; Gujr; A #  [2] (ु..ू)  DEVANAGARI VOWEL SIGN U..DEVANAGARI VOWEL SIGN UU
094D          ; Deva; Gujr; A #      (्)  DEVANAGARI SIGN VIRAMA
0966          ; Deva; Gujr; A #      (०)  DEVANAGARI DIGIT ZERO
0968..096A    ; Deva; Gujr; A #  [3] (२..४)  DEVANAGARI DIGIT TWO..DEVANAGARI DIGIT FOUR
096E          ; Deva; Gujr; A #      (८)  DEVANAGARI DIGIT EIGHT

# Total code points: 13

# Devanagari; Gurmukhi: [ं़ॆ्०]

0902          ; Deva; Guru; A #      (ं)  DEVANAGARI SIGN ANUSVARA
093C          ; Deva; Guru; A #      (़)  DEVANAGARI SIGN NUKTA
0946          ; Deva; Guru; A #      (ॆ)  DEVANAGARI VOWEL SIGN SHORT E
094D          ; Deva; Guru; A #      (्)  DEVANAGARI SIGN VIRAMA
0966          ; Deva; Guru; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 5

# Devanagari; Hebrew: [०]

0966          ; Deva; Hebr; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Kannada: [०]

0966          ; Deva; Knda; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Lao: [०]

0966          ; Deva; Laoo; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Latin: [०]

0966          ; Deva; Latn; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Malayalam: [०]

0966          ; Deva; Mlym; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Myanmar: [०]

0966          ; Deva; Mymr; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Oriya: [ँ़]

0901          ; Deva; Orya; A #      (ँ)  DEVANAGARI SIGN CANDRABINDU
093C          ; Deva; Orya; A #      (़)  DEVANAGARI SIGN NUKTA

# Total code points: 2

# Devanagari; Sinhala: [०]

0966          ; Deva; Sinh; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Tamil: [ं०]

0902          ; Deva; Taml; A #      (ं)  DEVANAGARI SIGN ANUSVARA
0966          ; Deva; Taml; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 2

# Devanagari; Telugu: [०]

0966          ; Deva; Telu; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Thai: [०]

0966          ; Deva; Thai; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Georgian; Cyrillic: [ყ]

10E7          ; Geor; Cyrl; A #      (ყ)  GEORGIAN LETTER QAR

# Total code points: 1

# Georgian; Greek: [ყ]

10E7          ; Geor; Grek; A #      (ყ)  GEORGIAN LETTER QAR

# Total code points: 1

# Georgian; Latin: [ყ]

10E7          ; Geor; Latn; A #      (ყ)  GEORGIAN LETTER QAR

# Total code points: 1

# Greek; Armenian: [ΘΟΦδηθοπσυ]

0398          ; Grek; Armn; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Armn; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03A6          ; Grek; Armn; A #      (Φ)  GREEK CAPITAL LETTER PHI
03B4          ; Grek; Armn; A #      (δ)  GREEK SMALL LETTER DELTA
03B7..03B8    ; Grek; Armn; A #  [2] (η..θ)  GREEK SMALL LETTER ETA..GREEK SMALL LETTER THETA
03BF..03C0    ; Grek; Armn; A #  [2] (ο..π)  GREEK SMALL LETTER OMICRON..GREEK SMALL LETTER PI
03C3          ; Grek; Armn; A #      (σ)  GREEK SMALL LETTER SIGMA
03C5          ; Grek; Armn; A #      (υ)  GREEK SMALL LETTER UPSILON

# Total code points: 10

# Greek; Bengali: [ΘΟθ]

0398          ; Grek; Beng; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Beng; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03B8          ; Grek; Beng; A #      (θ)  GREEK SMALL LETTER THETA

# Total code points: 3

# Greek; Cyrillic: [Α-ΓΕΗ-ΜΟ-ΡΤ-Χαγεη-κο-ρσ-φ]

0391..0393    ; Grek; Cyrl; A #  [3] (Α..Γ)  GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER GAMMA
0395          ; Grek; Cyrl; A #      (Ε)  GREEK CAPITAL LETTER EPSILON
0397..039C    ; Grek; Cyrl; A #  [6] (Η..Μ)  GREEK CAPITAL LETTER ETA..GREEK CAPITAL LETTER MU
039F..03A1    ; Grek; Cyrl; A #  [3] (Ο..Ρ)  GREEK CAPITAL LETTER OMICRON..GREEK CAPITAL LETTER RHO
03A4..03A7    ; Grek; Cyrl; A #  [4] (Τ..Χ)  GREEK CAPITAL LETTER TAU..GREEK CAPITAL LETTER CHI
03B1          ; Grek; Cyrl; A #      (α)  GREEK SMALL LETTER ALPHA
03B3          ; Grek; Cyrl; A #      (γ)  GREEK SMALL LETTER GAMMA
03B5          ; Grek; Cyrl; A #      (ε)  GREEK SMALL LETTER EPSILON
03B7..03BA    ; Grek; Cyrl; A #  [4] (η..κ)  GREEK SMALL LETTER ETA..GREEK SMALL LETTER KAPPA
03BF..03C1    ; Grek; Cyrl; A #  [3] (ο..ρ)  GREEK SMALL LETTER OMICRON..GREEK SMALL LETTER RHO
03C3..03C6    ; Grek; Cyrl; A #  [4] (σ..φ)  GREEK SMALL LETTER SIGMA..GREEK SMALL LETTER PHI

# Total code points: 31

# Greek; Devanagari: [οσ]

03BF          ; Grek; Deva; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Deva; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Georgian: [γ]

03B3          ; Grek; Geor; A #      (γ)  GREEK SMALL LETTER GAMMA

# Total code points: 1

# Greek; Gujarati: [οσ]

03BF          ; Grek; Gujr; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Gujr; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Gurmukhi: [οσ]

03BF          ; Grek; Guru; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Guru; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Han: [ΘΟθ]

0398          ; Grek; Hani; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Hani; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03B8          ; Grek; Hani; A #      (θ)  GREEK SMALL LETTER THETA

# Total code points: 3

# Greek; Hebrew: [Ινοσ]

0399          ; Grek; Hebr; A #      (Ι)  GREEK CAPITAL LETTER IOTA
03BD          ; Grek; Hebr; A #      (ν)  GREEK SMALL LETTER NU
03BF          ; Grek; Hebr; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Hebr; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 4

# Greek; Kannada: [οσ]

03BF          ; Grek; Knda; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Knda; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Lao: [οσ]

03BF          ; Grek; Laoo; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Laoo; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Latin: [ΑΒΕ-ΚΜΝΟΡΤΥΧα-γη-κνο-ρσ-υ]

0391..0392    ; Grek; Latn; A #  [2] (Α..Β)  GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER BETA
0395..039A    ; Grek; Latn; A #  [6] (Ε..Κ)  GREEK CAPITAL LETTER EPSILON..GREEK CAPITAL LETTER KAPPA
039C..039D    ; Grek; Latn; A #  [2] (Μ..Ν)  GREEK CAPITAL LETTER MU..GREEK CAPITAL LETTER NU
039F          ; Grek; Latn; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03A1          ; Grek; Latn; A #      (Ρ)  GREEK CAPITAL LETTER RHO
03A4..03A5    ; Grek; Latn; A #  [2] (Τ..Υ)  GREEK CAPITAL LETTER TAU..GREEK CAPITAL LETTER UPSILON
03A7          ; Grek; Latn; A #      (Χ)  GREEK CAPITAL LETTER CHI
03B1..03B3    ; Grek; Latn; A #  [3] (α..γ)  GREEK SMALL LETTER ALPHA..GREEK SMALL LETTER GAMMA
03B7..03BA    ; Grek; Latn; A #  [4] (η..κ)  GREEK SMALL LETTER ETA..GREEK SMALL LETTER KAPPA
03BD          ; Grek; Latn; A #      (ν)  GREEK SMALL LETTER NU
03BF..03C1    ; Grek; Latn; A #  [3] (ο..ρ)  GREEK SMALL LETTER OMICRON..GREEK SMALL LETTER RHO
03C3..03C5    ; Grek; Latn; A #  [3] (σ..υ)  GREEK SMALL LETTER SIGMA..GREEK SMALL LETTER UPSILON

# Total code points: 29

# Greek; Malayalam: [ΘΟθοσ]

0398          ; Grek; Mlym; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Mlym; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03B8          ; Grek; Mlym; A #      (θ)  GREEK SMALL LETTER THETA
03BF          ; Grek; Mlym; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Mlym; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 5

# Greek; Myanmar: [οσ]

03BF          ; Grek; Mymr; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Mymr; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Oriya: [ΘΟθ]

0398          ; Grek; Orya; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Orya; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03B8          ; Grek; Orya; A #      (θ)  GREEK SMALL LETTER THETA

# Total code points: 3

# Greek; Sinhala: [οσ]

03BF          ; Grek; Sinh; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Sinh; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Tamil: [οσ]

03BF          ; Grek; Taml; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Taml; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Telugu: [οσ]

03BF          ; Grek; Telu; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Telu; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Thai: [οσ]

03BF          ; Grek; Thai; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Thai; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Canadian_Aboriginal: [Α-ΔΗΙΛΜΡΩδρ]

0391..0394    ; Grek; Cans; A #  [4] (Α..Δ)  GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER DELTA
0397          ; Grek; Cans; A #      (Η)  GREEK CAPITAL LETTER ETA
0399          ; Grek; Cans; A #      (Ι)  GREEK CAPITAL LETTER IOTA
039B..039C    ; Grek; Cans; A #  [2] (Λ..Μ)  GREEK CAPITAL LETTER LAMDA..GREEK CAPITAL LETTER MU
03A1          ; Grek; Cans; A #      (Ρ)  GREEK CAPITAL LETTER RHO
03A9          ; Grek; Cans; A #      (Ω)  GREEK CAPITAL LETTER OMEGA
03B4          ; Grek; Cans; A #      (δ)  GREEK SMALL LETTER DELTA
03C1          ; Grek; Cans; A #      (ρ)  GREEK SMALL LETTER RHO

# Total code points: 12

# Greek; Tifinagh: [ΔΕΘΙΛΟΣΧθ]

0394..0395    ; Grek; Tfng; A #  [2] (Δ..Ε)  GREEK CAPITAL LETTER DELTA..GREEK CAPITAL LETTER EPSILON
0398..0399    ; Grek; Tfng; A #  [2] (Θ..Ι)  GREEK CAPITAL LETTER THETA..GREEK CAPITAL LETTER IOTA
039B          ; Grek; Tfng; A #      (Λ)  GREEK CAPITAL LETTER LAMDA
039F          ; Grek; Tfng; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03A3          ; Grek; Tfng; A #      (Σ)  GREEK CAPITAL LETTER SIGMA
03A7          ; Grek; Tfng; A #      (Χ)  GREEK CAPITAL LETTER CHI
03B8          ; Grek; Tfng; A #      (θ)  GREEK SMALL LETTER THETA

# Total code points: 9

# Gujarati; Armenian: [૦]

0AE6          ; Gujr; Armn; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Bengali: [ઁ઼]

0A81          ; Gujr; Beng; A #      (ઁ)  GUJARATI SIGN CANDRABINDU
0ABC          ; Gujr; Beng; A #      (઼)  GUJARATI SIGN NUKTA

# Total code points: 2

# Gujarati; Cyrillic: [૦]

0AE6          ; Gujr; Cyrl; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Devanagari: [ઁ-ઃ઼ઽુૂ્૦૨-૪૮]

0A81..0A83    ; Gujr; Deva; A #  [3] (ઁ..ઃ)  GUJARATI SIGN CANDRABINDU..GUJARATI SIGN VISARGA
0ABC..0ABD    ; Gujr; Deva; A #  [2] (઼..ઽ)  GUJARATI SIGN NUKTA..GUJARATI SIGN AVAGRAHA
0AC1..0AC2    ; Gujr; Deva; A #  [2] (ુ..ૂ)  GUJARATI VOWEL SIGN U..GUJARATI VOWEL SIGN UU
0ACD          ; Gujr; Deva; A #      (્)  GUJARATI SIGN VIRAMA
0AE6          ; Gujr; Deva; A #      (૦)  GUJARATI DIGIT ZERO
0AE8..0AEA    ; Gujr; Deva; A #  [3] (૨..૪)  GUJARATI DIGIT TWO..GUJARATI DIGIT FOUR
0AEE          ; Gujr; Deva; A #      (૮)  GUJARATI DIGIT EIGHT

# Total code points: 13

# Gujarati; Greek: [૦]

0AE6          ; Gujr; Grek; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Gurmukhi: [ં઼્૦]

0A82          ; Gujr; Guru; A #      (ં)  GUJARATI SIGN ANUSVARA
0ABC          ; Gujr; Guru; A #      (઼)  GUJARATI SIGN NUKTA
0ACD          ; Gujr; Guru; A #      (્)  GUJARATI SIGN VIRAMA
0AE6          ; Gujr; Guru; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 4

# Gujarati; Hebrew: [૦]

0AE6          ; Gujr; Hebr; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Kannada: [૦]

0AE6          ; Gujr; Knda; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Lao: [૦]

0AE6          ; Gujr; Laoo; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Latin: [૦]

0AE6          ; Gujr; Latn; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Malayalam: [૦]

0AE6          ; Gujr; Mlym; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Myanmar: [૦]

0AE6          ; Gujr; Mymr; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Oriya: [ઁ઼]

0A81          ; Gujr; Orya; A #      (ઁ)  GUJARATI SIGN CANDRABINDU
0ABC          ; Gujr; Orya; A #      (઼)  GUJARATI SIGN NUKTA

# Total code points: 2

# Gujarati; Sinhala: [૦]

0AE6          ; Gujr; Sinh; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Tamil: [ં૦]

0A82          ; Gujr; Taml; A #      (ં)  GUJARATI SIGN ANUSVARA
0AE6          ; Gujr; Taml; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 2

# Gujarati; Telugu: [૦]

0AE6          ; Gujr; Telu; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Thai: [૦]

0AE6          ; Gujr; Thai; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Armenian: [੦]

0A66          ; Guru; Armn; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Bengali: [ਃ਼੧੪]

0A03          ; Guru; Beng; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A3C          ; Guru; Beng; A #      (਼)  GURMUKHI SIGN NUKTA
0A67          ; Guru; Beng; A #      (੧)  GURMUKHI DIGIT ONE
0A6A          ; Guru; Beng; A #      (੪)  GURMUKHI DIGIT FOUR

# Total code points: 4

# Gurmukhi; Cyrillic: [੦]

0A66          ; Guru; Cyrl; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Devanagari: [ਂ਼ੋ੍੦]

0A02          ; Guru; Deva; A #      (ਂ)  GURMUKHI SIGN BINDI
0A3C          ; Guru; Deva; A #      (਼)  GURMUKHI SIGN NUKTA
0A4B          ; Guru; Deva; A #      (ੋ)  GURMUKHI VOWEL SIGN OO
0A4D          ; Guru; Deva; A #      (੍)  GURMUKHI SIGN VIRAMA
0A66          ; Guru; Deva; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 5

# Gurmukhi; Greek: [੦]

0A66          ; Guru; Grek; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Gujarati: [ਂ਼੍੦]

0A02          ; Guru; Gujr; A #      (ਂ)  GURMUKHI SIGN BINDI
0A3C          ; Guru; Gujr; A #      (਼)  GURMUKHI SIGN NUKTA
0A4D          ; Guru; Gujr; A #      (੍)  GURMUKHI SIGN VIRAMA
0A66          ; Guru; Gujr; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 4

# Gurmukhi; Hebrew: [੦]

0A66          ; Guru; Hebr; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Kannada: [ਃ੦]

0A03          ; Guru; Knda; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Knda; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Lao: [੦]

0A66          ; Guru; Laoo; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Latin: [੦]

0A66          ; Guru; Latn; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Malayalam: [ਃ੦]

0A03          ; Guru; Mlym; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Mlym; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Myanmar: [ਃ੦]

0A03          ; Guru; Mymr; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Mymr; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Oriya: [਼੧੪]

0A3C          ; Guru; Orya; A #      (਼)  GURMUKHI SIGN NUKTA
0A67          ; Guru; Orya; A #      (੧)  GURMUKHI DIGIT ONE
0A6A          ; Guru; Orya; A #      (੪)  GURMUKHI DIGIT FOUR

# Total code points: 3

# Gurmukhi; Sinhala: [ਃ੦]

0A03          ; Guru; Sinh; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Sinh; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Tamil: [ਂ੦]

0A02          ; Guru; Taml; A #      (ਂ)  GURMUKHI SIGN BINDI
0A66          ; Guru; Taml; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Telugu: [ਃ੦]

0A03          ; Guru; Telu; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Telu; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Thai: [੦]

0A66          ; Guru; Thai; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Han; Armenian: [〇]

3007          ; Hani; Armn; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Bengali: [〇]

3007          ; Hani; Beng; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Cyrillic: [〇]

3007          ; Hani; Cyrl; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Greek: [〇]

3007          ; Hani; Grek; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Latin: [〇]

3007          ; Hani; Latn; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Malayalam: [〇]

3007          ; Hani; Mlym; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Oriya: [〇]

3007          ; Hani; Orya; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Tifinagh: [〇]

3007          ; Hani; Tfng; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Hebrew; Armenian: [ס]

05E1          ; Hebr; Armn; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Cyrillic: [ויןסױ]

05D5          ; Hebr; Cyrl; A #      (ו)  HEBREW LETTER VAV
05D9          ; Hebr; Cyrl; A #      (י)  HEBREW LETTER YOD
05DF          ; Hebr; Cyrl; A #      (ן)  HEBREW LETTER FINAL NUN
05E1          ; Hebr; Cyrl; A #      (ס)  HEBREW LETTER SAMEKH
05F1          ; Hebr; Cyrl; A #      (ױ)  HEBREW LIGATURE YIDDISH VAV YOD

# Total code points: 5

# Hebrew; Devanagari: [ס]

05E1          ; Hebr; Deva; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Greek: [וטיןסױ]

05D5          ; Hebr; Grek; A #      (ו)  HEBREW LETTER VAV
05D8..05D9    ; Hebr; Grek; A #  [2] (ט..י)  HEBREW LETTER TET..HEBREW LETTER YOD
05DF          ; Hebr; Grek; A #      (ן)  HEBREW LETTER FINAL NUN
05E1          ; Hebr; Grek; A #      (ס)  HEBREW LETTER SAMEKH
05F1          ; Hebr; Grek; A #      (ױ)  HEBREW LIGATURE YIDDISH VAV YOD

# Total code points: 6

# Hebrew; Gujarati: [ס]

05E1          ; Hebr; Gujr; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Gurmukhi: [ס]

05E1          ; Hebr; Guru; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Kannada: [ס]

05E1          ; Hebr; Knda; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Lao: [ס]

05E1          ; Hebr; Laoo; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Latin: [וטיןסװױ]

05D5          ; Hebr; Latn; A #      (ו)  HEBREW LETTER VAV
05D8..05D9    ; Hebr; Latn; A #  [2] (ט..י)  HEBREW LETTER TET..HEBREW LETTER YOD
05DF          ; Hebr; Latn; A #      (ן)  HEBREW LETTER FINAL NUN
05E1          ; Hebr; Latn; A #      (ס)  HEBREW LETTER SAMEKH
05F0..05F1    ; Hebr; Latn; A #  [2] (װ..ױ)  HEBREW LIGATURE YIDDISH DOUBLE VAV..HEBREW LIGATURE YIDDISH VAV YOD

# Total code points: 7

# Hebrew; Malayalam: [ס]

05E1          ; Hebr; Mlym; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Myanmar: [ס]

05E1          ; Hebr; Mymr; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Sinhala: [ס]

05E1          ; Hebr; Sinh; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Tamil: [ס]

05E1          ; Hebr; Taml; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Telugu: [ס]

05E1          ; Hebr; Telu; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Thai: [ס]

05E1          ; Hebr; Thai; A #      (ס)  HEBREW LETTER SAMEKH

# Total code points: 1

# Hebrew; Canadian_Aboriginal: [ויןױ]

05D5          ; Hebr; Cans; A #      (ו)  HEBREW LETTER VAV
05D9          ; Hebr; Cans; A #      (י)  HEBREW LETTER YOD
05DF          ; Hebr; Cans; A #      (ן)  HEBREW LETTER FINAL NUN
05F1          ; Hebr; Cans; A #      (ױ)  HEBREW LIGATURE YIDDISH VAV YOD

