# Fractional UCA Table, generated from standard UCA
# 2010-10-18, 22:18:55 GMT [MD]
# VERSION: UCA=6.0.0, UCD=6.0.0
# For a description of the format and usage, see CollationAuxiliary.html

[UCA version = 6.0.0]

0000; [,,]
0836; [08 61 64, 05, 05]

0837; [08 61 6C, 05, 05]

0838; [08 61 74, 05, 05]

0839; [08 61 7C, 05, 05]

083A; [08 61 84, 05, 05]

083B; [08 61 8C, 05, 05]

083C; [08 61 94, 05, 05]

083D; [08 61 9C, 05, 05]

083E; [08 61 A4, 05, 05]

1361; [08 62, 05, 05]

1363; [08 64, 05, 05]

1364; [08 66, 05, 05]

1365; [08 68, 05, 05]

1366; [08 6A, 05, 05]

1804; [08 6C 04, 05, 05]

1805; [08 6D, 05, 05]

17D6; [08 6F, 05, 05]

1B5D; [08 71 04, 05, 05]

A9C7; [08 71 0C, 05, 05]

16EB; [08 72, 05, 05]

16EC; [08 74, 05, 05]

16ED; [08 76, 05, 05]

A6F4; [08 78 04, 05, 05]

0021; [08 79, 05, 05]
FF01; [08 79, 05, 07]
FE57; [08 79, 05, 1D]
FE15; [08 79, 05, 2B]
203C; [08 79, 05, 09][08 79, 05, 09]
2049; [08 79, 05, 09][08 80, 05, 09]

00A1; [08 7B, 05, 05]

055C; [08 7D, 05, 05]

07F9; [08 7F 04, 05, 05]

1944; [08 7F 0C, 05, 05]

003F; [08 80, 05, 05]
FF1F; [08 80, 05, 07]
FE56; [08 80, 05, 1D]
FE16; [08 80, 05, 2B]
2048; [08 80, 05, 09][08 79, 05, 09]
2047; [08 80, 05, 09][08 80, 05, 09]

00BF; [08 82, 05, 05]

2E2E; [08 84, 05, 05]

055E; [08 86, 05, 05]

061F; [08 88, 05, 05]

0709; [08 8A 04, 05, 05]

1367; [08 8B, 05, 05]

1945; [08 8D 04, 05, 05]

2CFA; [08 8D 0C, 05, 05]

2CFB; [08 8D 14, 05, 05]

A60F; [08 8D 1C, 05, 05]

A6F7; [08 8D 24, 05, 05]

203D; [08 8E, 05, 05]

2E18; [08 90, 05, 05]

002E; [09, 05, 05]
FF0E; [09, 05, 07]
2024; [09, 05, 09]
FE52; [09, 05, 1D]
2025; [09, 05, 09][09, 05, 09]
FE30; [09, 05, 2B][09, 05, 2B]
2026; [09, 05, 09][09, 05, 09][09, 05, 3D]
FE19; [09, 05, 2B][09, 05, 2B][09, 05, 3D]

1801; [0A 40 04, 05, 05]

06D4; [0A 41, 05, 05]

0701; [0A 43 04, 05, 05]

0702; [0A 43 0C, 05, 05]

1362; [0A 44, 05, 05]

1803; [0A 46, 05, 05]

1809; [0A 48 04, 05, 05]

166E; [0A 48 0C, 05, 05]

1B5C; [0A 48 14, 05, 05]

2CF9; [0A 48 1C, 05, 05]

2CFE; [0A 48 24, 05, 05]

2E30; [0A 49, 05, 05]

A4FF; [0A 4B 04, 05, 05]

A60E; [0A 4B 0C, 05, 05]

A6F3; [0A 4B 14, 05, 05]

3002; [0A 4C, 05, 05]
FF61; [0A 4C, 05, A3]
FE12; [0A 4C, 05, 2B]

00B7; [0A 4E, 05, 05]
0387; [0A 4E, 05, 05]

2E31; [0A 50, 05, 05]

0964; [0A 52, 05, 05]

0965; [0A 54, 05, 05]

A8CE; [0A 56 04, 05, 05]

A8CF; [0A 56 0C, 05, 05]

1C3B; [0A 56 14, 05, 05]

1C3C; [0A 56 1C, 05, 05]

A876; [0A 56 24, 05, 05]

A877; [0A 56 2C, 05, 05]

1735; [0A 57, 05, 05]

1736; [0A 59, 05, 05]

A92F; [0A 5B 04, 05, 05]

104A; [0A 5C, 05, 05]

104B; [0A 5E, 05, 05]

17D4; [0A 60, 05, 05]

17D5; [0A 62, 05, 05]

1AA8; [0A 64 04, 05, 05]

1AA9; [0A 64 0C, 05, 05]

1AAA; [0A 64 14, 05, 05]

1AAB; [0A 64 1C, 05, 05]

1B5E; [0A 64 24, 05, 05]

1B5F; [0A 64 2C, 05, 05]

A9C8; [0A 64 34, 05, 05]

A9C9; [0A 64 3C, 05, 05]

AA5D; [0A 64 44, 05, 05]

AA5E; [0A 64 4C, 05, 05]

AA5F; [0A 64 54, 05, 05]

ABEB; [0A 64 5C, 05, 05]

10A56; [0A 64 64, 05, 05]

10A57; [0A 64 6C, 05, 05]

11047; [0A 64 74, 05, 05]

11048; [0A 64 7C, 05, 05]

110C0; [0A 64 84, 05, 05]

110C1; [0A 64 8C, 05, 05]

1C7E; [0A 64 94, 05, 05]

1C7F; [0A 64 9C, 05, 05]

0700; [0A 64 A4, 05, 05]

07F7; [0A 64 AC, 05, 05]

10FB; [0A 65, 05, 05]

1368; [0A 67, 05, 05]

1A1E; [0A 69 04, 05, 05]

1A1F; [0A 69 0C, 05, 05]

1B5A; [0A 69 14, 05, 05]

1B5B; [0A 69 1C, 05, 05]

A9C1; [0A 69 24, 05, 05]

A9C2; [0A 69 2C, 05, 05]

A9C3; [0A 69 34, 05, 05]

A9C4; [0A 69 3C, 05, 05]

A9C5; [0A 69 44, 05, 05]

A9C6; [0A 69 4C, 05, 05]

A9CA; [0A 69 54, 05, 05]

A9CB; [0A 69 5C, 05, 05]

A9CC; [0A 69 64, 05, 05]

A9CD; [0A 69 6C, 05, 05]

A6F2; [0A 69 74, 05, 05]

A95F; [0A 69 7C, 05, 05]

10857; [0A 69 84, 05, 05]

10B3A; [0A 69 8C, 05, 05]

10B3B; [0A 69 94, 05, 05]

10B3C; [0A 69 9C, 05, 05]

10B3D; [0A 69 A4, 05, 05]

10B3E; [0A 69 AC, 05, 05]

10B3F; [0A 69 B4, 05, 05]

110BE; [0A 69 BC, 05, 05]

110BF; [0A 69 C4, 05, 05]

2055; [0A 6A, 05, 05]

2056; [0A 6C, 05, 05]

2058; [0A 6E, 05, 05]

2059; [0A 70, 05, 05]

205A; [0A 72, 05, 05]

205B; [0A 74, 05, 05]

205C; [0A 76, 05, 05]

205D; [0A 78, 05, 05]

205E; [0A 7A, 05, 05]

2E2A; [0A 7C, 05, 05]

2E2B; [0A 7E, 05, 05]

2E2C; [0A 80, 05, 05]

2E2D; [0A 82, 05, 05]

2CFC; [0A 84 04, 05, 05]

2CFF; [0A 84 0C, 05, 05]

2E19; [0A 85, 05, 05]

1093F; [0A 87 04, 05, 05]

10100; [0A 88, 05, 05]

10101; [0A 8A, 05, 05]

1039F; [0A 8C 04, 05, 05]

103D0; [0A 8C 0C, 05, 05]

1091F; [0A 8C 14, 05, 05]

12470; [0A 8C 1C, 05, 05]

12471; [0A 8C 24, 05, 05]

12472; [0A 8C 2C, 05, 05]

12473; [0A 8C 34, 05, 05]

0027; [0A 8D, 05, 05]
FF07; [0A 8D, 05, 07]

2018; [0A 8F, 05, 05]

2019; [0A 91, 05, 05]

201A; [0A 93, 05, 05]

201B; [0A 95, 05, 05]

2039; [0A 97, 05, 05]

203A; [0A 99, 05, 05]

0022; [0A 9B, 05, 05]
FF02; [0A 9B, 05, 07]

201C; [0A 9D, 05, 05]

201D; [0A 9F, 05, 05]

201E; [0A A1, 05, 05]

201F; [0A A3, 05, 05]

301D; [0A A5, 05, 05]

301E; [0A A7, 05, 05]

301F; [0A A9, 05, 05]

00AB; [0A AB, 05, 05]

00BB; [0A AD, 05, 05]

0028; [0A AF, 05, 05]
FF08; [0A AF, 05, 07]
FE59; [0A AF, 05, 1D]
207D; [0A AF, 05, 27]
208D; [0A AF, 05, 29]
FE35; [0A AF, 05, 2B]
2474; [0A AF, 05, 09][14, 05, 09][0A B1, 05, 3D]
247D; [0A AF, 05, 09][14, 05, 09][12, 05, 3D][0A B1, 05, 3D]
247E; [0A AF, 05, 09][14, 05, 09][14, 05, 3D][0A B1, 05, 3D]
247F; [0A AF, 05, 09][14, 05, 09][16, 05, 3D][0A B1, 05, 3D]
2480; [0A AF, 05, 09][14, 05, 09][18, 05, 3D][0A B1, 05, 3D]
2481; [0A AF, 05, 09][14, 05, 09][1A, 05, 3D][0A B1, 05, 3D]
2482; [0A AF, 05, 09][14, 05, 09][1C, 05, 3D][0A B1, 05, 3D]
2483; [0A AF, 05, 09][14, 05, 09][1E, 05, 3D][0A B1, 05, 3D]
2484; [0A AF, 05, 09][14, 05, 09][20, 05, 3D][0A B1, 05, 3D]
2485; [0A AF, 05, 09][14, 05, 09][22, 05, 3D][0A B1, 05, 3D]
2486; [0A AF, 05, 09][14, 05, 09][24, 05, 3D][0A B1, 05, 3D]
2475; [0A AF, 05, 09][16, 05, 09][0A B1, 05, 3D]
2487; [0A AF, 05, 09][16, 05, 09][12, 05, 3D][0A B1, 05, 3D]
2476; [0A AF, 05, 09][18, 05, 09][0A B1, 05, 3D]
2477; [0A AF, 05, 09][1A, 05, 09][0A B1, 05, 3D]
2478; [0A AF, 05, 09][1C, 05, 09][0A B1, 05, 3D]
2479; [0A AF, 05, 09][1E, 05, 09][0A B1, 05, 3D]
247A; [0A AF, 05, 09][20, 05, 09][0A B1, 05, 3D]
247B; [0A AF, 05, 09][22, 05, 09][0A B1, 05, 3D]
247C; [0A AF, 05, 09][24, 05, 09][0A B1, 05, 3D]
249C; [0A AF, 05, 09][27, 05, 09][0A B1, 05, 3D]
1F110; [0A AF, 05, 09][27, 05, 93][0A B1, 05, 3D]
249D; [0A AF, 05, 09][29, 05, 09][0A B1, 05, 3D]
1F111; [0A AF, 05, 09][29, 05, 93][0A B1, 05, 3D]
249E; [0A AF, 05, 09][2B, 05, 09][0A B1, 05, 3D]
1F112; [0A AF, 05, 09][2B, 05, 93][0A B1, 05, 3D]
249F; [0A AF, 05, 09][2D, 05, 09][0A B1, 05, 3D]
1F113; [0A AF, 05, 09][2D, 05, 93][0A B1, 05, 3D]
24A0; [0A AF, 05, 09][2F, 05, 09][0A B1, 05, 3D]
1F114; [0A AF, 05, 09][2F, 05, 93][0A B1, 05, 3D]
24A1; [0A AF, 05, 09][31, 05, 09][0A B1, 05, 3D]
1F115; [0A AF, 05, 09][31, 05, 93][0A B1, 05, 3D]
24A2; [0A AF, 05, 09][33, 05, 09][0A B1, 05, 3D]
1F116; [0A AF, 05, 09][33, 05, 93][0A B1, 05, 3D]
24A3; [0A AF, 05, 09][35, 05, 09][0A B1, 05, 3D]
1F117; [0A AF, 05, 09][35, 05, 93][0A B1, 05, 3D]
24A4; [0A AF, 05, 09][37, 05, 09][0A B1, 05, 3D]
1F118; [0A AF, 05, 09][37, 05, 93][0A B1, 05, 3D]
24A5; [0A AF, 05, 09][39, 05, 09][0A B1, 05, 3D]
1F119; [0A AF, 05, 09][39, 05, 93][0A B1, 05, 3D]
24A6; [0A AF, 05, 09][3B, 05, 09][0A B1, 05, 3D]
1F11A; [0A AF, 05, 09][3B, 05, 93][0A B1, 05, 3D]
24A7; [0A AF, 05, 09][3D, 05, 09][0A B1, 05, 3D]
1F11B; [0A AF, 05, 09][3D, 05, 93][0A B1, 05, 3D]
24A8; [0A AF, 05, 09][3F, 05, 09][0A B1, 05, 3D]
1F11C; [0A AF, 05, 09][3F, 05, 93][0A B1, 05, 3D]
24A9; [0A AF, 05, 09][41, 05, 09][0A B1, 05, 3D]
1F11D; [0A AF, 05, 09][41, 05, 93][0A B1, 05, 3D]
24AA; [0A AF, 05, 09][43, 05, 09][0A B1, 05, 3D]
1F11E; [0A AF, 05, 09][43, 05, 93][0A B1, 05, 3D]
24AB; [0A AF, 05, 09][45, 05, 09][0A B1, 05, 3D]
1F11F; [0A AF, 05, 09][45, 05, 93][0A B1, 05, 3D]
24AC; [0A AF, 05, 09][47, 05, 09][0A B1, 05, 3D]
1F120; [0A AF, 05, 09][47, 05, 93][0A B1, 05, 3D]
24AD; [0A AF, 05, 09][49, 05, 09][0A B1, 05, 3D]
1F121; [0A AF, 05, 09][49, 05, 93][0A B1, 05, 3D]
24AE; [0A AF, 05, 09][4B, 05, 09][0A B1, 05, 3D]
1F122; [0A AF, 05, 09][4B, 05, 93][0A B1, 05, 3D]
24AF; [0A AF, 05, 09][4D, 05, 09][0A B1, 05, 3D]
1F123; [0A AF, 05, 09][4D, 05, 93][0A B1, 05, 3D]
24B0; [0A AF, 05, 09][4F, 05, 09][0A B1, 05, 3D]
1F124; [0A AF, 05, 09][4F, 05, 93][0A B1, 05, 3D]
24B1; [0A AF, 05, 09][51, 05, 09][0A B1, 05, 3D]
1F125; [0A AF, 05, 09][51, 05, 93][0A B1, 05, 3D]
24B2; [0A AF, 05, 09][53, 05, 09][0A B1, 05, 3D]
1F126; [0A AF, 05, 09][53, 05, 93][0A B1, 05, 3D]
24B3; [0A AF, 05, 09][55, 05, 09][0A B1, 05, 3D]
1F127; [0A AF, 05, 09][55, 05, 93][0A B1, 05, 3D]
24B4; [0A AF, 05, 09][57, 05, 09][0A B1, 05, 3D]
1F128; [0A AF, 05, 09][57, 05, 93][0A B1, 05, 3D]
24B5; [0A AF, 05, 09][59, 05, 09][0A B1, 05, 3D]
1F129; [0A AF, 05, 09][59, 05, 93][0A B1, 05, 3D]
3200; [0A AF, 05, 09][78 0A, 05, 09][0A B1, 05, 3D]
320E; [0A AF, 05, 09][78 0A, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
3201; [0A AF, 05, 09][78 0E, 05, 09][0A B1, 05, 3D]
320F; [0A AF, 05, 09][78 0E, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
3202; [0A AF, 05, 09][78 10, 05, 09][0A B1, 05, 3D]
3210; [0A AF, 05, 09][78 10, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
3203; [0A AF, 05, 09][78 14, 05, 09][0A B1, 05, 3D]
3211; [0A AF, 05, 09][78 14, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
3204; [0A AF, 05, 09][78 16, 05, 09][0A B1, 05, 3D]
3212; [0A AF, 05, 09][78 16, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
3205; [0A AF, 05, 09][78 18, 05, 09][0A B1, 05, 3D]
3213; [0A AF, 05, 09][78 18, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
3206; [0A AF, 05, 09][78 1C, 05, 09][0A B1, 05, 3D]
3214; [0A AF, 05, 09][78 1C, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
3207; [0A AF, 05, 09][78 20, 05, 09][0A B1, 05, 3D]
3215; [0A AF, 05, 09][78 20, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
321D; [0A AF, 05, 09][78 20, 05, 09][78 44, 05, 3D][78 22, 05, 3D][78 3C, 05, 3D][78 67, 05, 3D][0A B1, 05, 3D]
321E; [0A AF, 05, 09][78 20, 05, 09][78 44, 05, 3D][78 2E, 05, 3D][78 4E, 05, 3D][0A B1, 05, 3D]
3208; [0A AF, 05, 09][78 22, 05, 09][0A B1, 05, 3D]
3216; [0A AF, 05, 09][78 22, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
321C; [0A AF, 05, 09][78 22, 05, 09][78 4E, 05, 3D][0A B1, 05, 3D]
3209; [0A AF, 05, 09][78 26, 05, 09][0A B1, 05, 3D]
3217; [0A AF, 05, 09][78 26, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
320A; [0A AF, 05, 09][78 28, 05, 09][0A B1, 05, 3D]
3218; [0A AF, 05, 09][78 28, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
320B; [0A AF, 05, 09][78 2A, 05, 09][0A B1, 05, 3D]
3219; [0A AF, 05, 09][78 2A, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
320C; [0A AF, 05, 09][78 2C, 05, 09][0A B1, 05, 3D]
321A; [0A AF, 05, 09][78 2C, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
320D; [0A AF, 05, 09][78 2E, 05, 09][0A B1, 05, 3D]
321B; [0A AF, 05, 09][78 2E, 05, 09][78 34, 05, 3D][0A B1, 05, 3D]
3220; [0A AF, 05, 09][E0 04 06, 05, 09][0A B1, 05, 3D]
3226; [0A AF, 05, 09][E0 04 0C, 05, 09][0A B1, 05, 3D]
3222; [0A AF, 05, 09][E0 04 18, 05, 09][0A B1, 05, 3D]
3228; [0A AF, 05, 09][E0 04 C0, 05, 09][0A B1, 05, 3D]
3221; [0A AF, 05, 09][E0 05 24, 05, 09][0A B1, 05, 3D]
3224; [0A AF, 05, 09][E0 05 34, 05, 09][0A B1, 05, 3D]
3239; [0A AF, 05, 09][E0 05 D2, 05, 09][0A B1, 05, 3D]
323D; [0A AF, 05, 09][E0 06 14, 05, 09][0A B1, 05, 3D]
3241; [0A AF, 05, 09][E0 06 34, 05, 09][0A B1, 05, 3D]
3227; [0A AF, 05, 09][E0 0B 06, 05, 09][0A B1, 05, 3D]
3225; [0A AF, 05, 09][E0 0B 0A, 05, 09][0A B1, 05, 3D]
3238; [0A AF, 05, 09][E0 0D A4, 05, 09][0A B1, 05, 3D]
3229; [0A AF, 05, 09][E0 0E C4, 05, 09][0A B1, 05, 3D]
323F; [0A AF, 05, 09][E0 0E EA, 05, 09][0A B1, 05, 3D]
3234; [0A AF, 05, 09][E0 10 68, 05, 09][0A B1, 05, 3D]
323A; [0A AF, 05, 09][E0 11 4C, 05, 09][0A B1, 05, 3D]
3223; [0A AF, 05, 09][E0 16 28, 05, 09][0A B1, 05, 3D]
322F; [0A AF, 05, 09][E0 16 B0, 05, 09][0A B1, 05, 3D]
323B; [0A AF, 05, 09][E0 1F 74, 05, 09][0A B1, 05, 3D]
3230; [0A AF, 05, 09][E0 34 F0, 05, 09][0A B1, 05, 3D]
322A; [0A AF, 05, 09][E0 37 48, 05, 09][0A B1, 05, 3D]
3232; [0A AF, 05, 09][E0 37 4A, 05, 09][0A B1, 05, 3D]
322D; [0A AF, 05, 09][E0 37 88, 05, 09][0A B1, 05, 3D]
3231; [0A AF, 05, 09][E0 39 98, 05, 09][0A B1, 05, 3D]
322C; [0A AF, 05, 09][E0 41 DC, 05, 09][0A B1, 05, 3D]
322B; [0A AF, 05, 09][E0 4A 80, 05, 09][0A B1, 05, 3D]
3235; [0A AF, 05, 09][E0 4E B4, 05, 09][0A B1, 05, 3D]
323C; [0A AF, 05, 09][E0 57 BE, 05, 09][0A B1, 05, 3D]
3233; [0A AF, 05, 09][E0 5C 92, 05, 09][0A B1, 05, 3D]
3237; [0A AF, 05, 09][E0 5C D0, 05, 09][0A B1, 05, 3D]
3240; [0A AF, 05, 09][E0 5C F0, 05, 09][0A B1, 05, 3D]
3242; [0A AF, 05, 09][E0 6E 56, 05, 09][0A B1, 05, 3D]
3243; [0A AF, 05, 09][E0 6E 68, 05, 09][0A B1, 05, 3D]
3236; [0A AF, 05, 09][E0 84 48, 05, 09][0A B1, 05, 3D]
323E; [0A AF, 05, 09][E0 84 94, 05, 09][0A B1, 05, 3D]
322E; [0A AF, 05, 09][E0 8E E4, 05, 09][0A B1, 05, 3D]

0029; [0A B1, 05, 05]
FF09; [0A B1, 05, 07]
FE5A; [0A B1, 05, 1D]
207E; [0A B1, 05, 27]
208E; [0A B1, 05, 29]
FE36; [0A B1, 05, 2B]

005B; [0A B3, 05, 05]
FF3B; [0A B3, 05, 07]
FE47; [0A B3, 05, 2B]

005D; [0A B5, 05, 05]
FF3D; [0A B5, 05, 07]
FE48; [0A B5, 05, 2B]

007B; [0A B7, 05, 05]
FF5B; [0A B7, 05, 07]
FE5B; [0A B7, 05, 1D]
FE37; [0A B7, 05, 2B]

007D; [0A B9, 05, 05]
FF5D; [0A B9, 05, 07]
FE5C; [0A B9, 05, 1D]
FE38; [0A B9, 05, 2B]

0F3A; [0A BB, 05, 05]

0F3B; [0A BD, 05, 05]

0F3C; [0A BF, 05, 05]

0F3D; [0A C1, 05, 05]

169B; [0A C3 04, 05, 05]

169C; [0A C3 0C, 05, 05]

2045; [0A C4, 05, 05]

2046; [0A C6, 05, 05]

29FC; [0A C8, 05, 05]

29FD; [0A CA, 05, 05]

2983; [0A CC, 05, 05]

2984; [0A CE, 05, 05]

2985; [0A D0, 05, 05]
FF5F; [0A D0, 05, 07]

2986; [0A D2, 05, 05]
FF60; [0A D2, 05, 07]

2987; [0A D4, 05, 05]

2988; [0A D6, 05, 05]

2989; [0A D8, 05, 05]

298A; [0A DA, 05, 05]

298B; [0A DC, 05, 05]

298C; [0A DE, 05, 05]

298D; [0A E0, 05, 05]

298E; [0A E2, 05, 05]

298F; [0A E4, 05, 05]

2990; [0A E6, 05, 05]

2991; [0A E8, 05, 05]

2992; [0A EA, 05, 05]

2993; [0A EC, 05, 05]

2994; [0A EE, 05, 05]

2995; [0A F0, 05, 05]

2996; [0A F2, 05, 05]

2997; [0A F4, 05, 05]

2998; [0A F6, 05, 05]

27EC; [0A F8, 05, 05]

27ED; [0A FA, 05, 05]

27EE; [0B 05, 05, 05]

27EF; [0B 07, 05, 05]

2E02; [0B 09, 05, 05]

2E03; [0B 0B, 05, 05]

2E04; [0B 0D, 05, 05]

2E05; [0B 0F, 05, 05]

2E09; [0B 11, 05, 05]

2E0A; [0B 13, 05, 05]

2E0C; [0B 15, 05, 05]

2E0D; [0B 17, 05, 05]

2E1C; [0B 19, 05, 05]

2E1D; [0B 1B, 05, 05]

2E20; [0B 1D, 05, 05]

2E21; [0B 1F, 05, 05]

2E22; [0B 21, 05, 05]

2E23; [0B 23, 05, 05]

2E24; [0B 25, 05, 05]

2E25; [0B 27, 05, 05]

2E26; [0B 29, 05, 05]

2E27; [0B 2B, 05, 05]

2E28; [0B 2D, 05, 05]

2E29; [0B 2F, 05, 05]

2329; [0B 31, 05, 05]
3008; [0B 31, 05, 05]
FE3F; [0B 31, 05, 2B]

232A; [0B 33, 05, 05]
3009; [0B 33, 05, 05]
FE40; [0B 33, 05, 2B]

300A; [0B 35, 05, 05]
FE3D; [0B 35, 05, 2B]

300B; [0B 37, 05, 05]
FE3E; [0B 37, 05, 2B]

300C; [0B 39, 05, 05]
FF62; [0B 39, 05, A3]
FE41; [0B 39, 05, 2B]

300D; [0B 3B, 05, 05]
FF63; [0B 3B, 05, A3]
FE42; [0B 3B, 05, 2B]

300E; [0B 3D, 05, 05]
FE43; [0B 3D, 05, 2B]

300F; [0B 3F, 05, 05]
FE44; [0B 3F, 05, 2B]

3010; [0B 41, 05, 05]
FE3B; [0B 41, 05, 2B]

3011; [0B 43, 05, 05]
FE3C; [0B 43, 05, 2B]

3014; [0B 45, 05, 05]
FE5D; [0B 45, 05, 1D]
FE39; [0B 45, 05, 2B]
1F12A; [0B 45, 05, 09][4B, 05, 93][0B 47, 05, 3D]
1F241; [0B 45, 05, 09][E0 04 18, 05, 09][0B 47, 05, 3D]
1F242; [0B 45, 05, 09][E0 05 24, 05, 09][0B 47, 05, 3D]
1F247; [0B 45, 05, 09][E0 0D F6, 05, 09][0B 47, 05, 3D]
1F243; [0B 45, 05, 09][E0 1F BA, 05, 09][0B 47, 05, 3D]
1F245; [0B 45, 05, 09][E0 2D A2, 05, 09][0B 47, 05, 3D]
1F248; [0B 45, 05, 09][E0 33 CE, 05, 09][0B 47, 05, 3D]
1F240; [0B 45, 05, 09][E0 37 90, 05, 09][0B 47, 05, 3D]
1F244; [0B 45, 05, 09][E0 4B 22, 05, 09][0B 47, 05, 3D]
1F246; [0B 45, 05, 09][E0 57 A6, 05, 09][0B 47, 05, 3D]

3015; [0B 47, 05, 05]
FE5E; [0B 47, 05, 1D]
FE3A; [0B 47, 05, 2B]

3016; [0B 49, 05, 05]
FE17; [0B 49, 05, 2B]

3017; [0B 4B, 05, 05]
FE18; [0B 4B, 05, 2B]

3018; [0B 4D, 05, 05]

3019; [0B 4F, 05, 05]

301A; [0B 51, 05, 05]

301B; [0B 53, 05, 05]

FD3E; [0B 55, 05, 05]

FD3F; [0B 57, 05, 05]

204B; [0B 59, 05, 05]

0040; [0B 5B, 05, 05]
FF20; [0B 5B, 05, 07]
FE6B; [0B 5B, 05, 1D]

002A; [0B 5D, 05, 05]
FF0A; [0B 5D, 05, 07]
FE61; [0B 5D, 05, 1D]

204E; [0B 5F, 05, 05]

2051; [0B 61, 05, 05]

066D; [0B 63, 05, 05]

A673; [0B 65, 05, 05]

002F; [0B 67, 05, 05]
FF0F; [0B 67, 05, 07]

005C; [0B 69, 05, 05]
FF3C; [0B 69, 05, 07]
FE68; [0B 69, 05, 1D]

0026; [0B 6B, 05, 05]
FF06; [0B 6B, 05, 07]
FE60; [0B 6B, 05, 1D]

204A; [0B 6D, 05, 05]

0023; [0B 6F, 05, 05]
FF03; [0B 6F, 05, 07]
FE5F; [0B 6F, 05, 1D]

0025; [0B 71, 05, 05]
FF05; [0B 71, 05, 07]
FE6A; [0B 71, 05, 1D]

066A; [0B 73, 05, 05]

2030; [0B 75, 05, 05]

0609; [0B 77, 05, 05]

2031; [0B 79, 05, 05]

060A; [0B 7B, 05, 05]

2020; [0B 7D, 05, 05]

2021; [0B 7F, 05, 05]

2022; [0B 81, 05, 05]

2023; [0B 83, 05, 05]

2027; [0B 85, 05, 05]

2043; [0B 87, 05, 05]

204C; [0B 89, 05, 05]

204D; [0B 8B, 05, 05]

2032; [0B 8D, 05, 05]
2033; [0B 8D, 05, 09][0B 8D, 05, 09]
2034; [0B 8D, 05, 09][0B 8D, 05, 09][0B 8D, 05, 3D]
2057; [0B 8D, 05, 09][0B 8D, 05, 09][0B 8D, 05, 3D][0B 8D, 05, 3D]

2035; [0B 8F, 05, 05]
2036; [0B 8F, 05, 09][0B 8F, 05, 09]
2037; [0B 8F, 05, 09][0B 8F, 05, 09][0B 8F, 05, 3D]

3003; [0B 91, 05, 05]

303D; [0B 93, 05, 05]

2038; [0B 95, 05, 05]

203B; [0B 97, 05, 05]

203F; [0B 99, 05, 05]

2054; [0B 9B, 05, 05]

2040; [0B 9D, 05, 05]

2050; [0B 9F, 05, 05]

2041; [0B A1, 05, 05]

2042; [0B A3, 05, 05]

2E00; [0B A5, 05, 05]

2E01; [0B A7, 05, 05]

2E06; [0B A9, 05, 05]

2E07; [0B AB, 05, 05]

2E08; [0B AD, 05, 05]

2E0B; [0B AF, 05, 05]

2E0E; [0B B1, 05, 05]

2E0F; [0B B3, 05, 05]

2E10; [0B B5, 05, 05]

2E11; [0B B7, 05, 05]

2E12; [0B B9, 05, 05]

2E13; [0B BB, 05, 05]

2E14; [0B BD, 05, 05]

2E15; [0B BF, 05, 05]

2E16; [0B C1, 05, 05]

2E1A; [0B C3, 05, 05]

2E1B; [0B C5, 05, 05]

2E1E; [0B C7, 05, 05]

2E1F; [0B C9, 05, 05]

A67E; [0B CB, 05, 05]

055A; [0B CD, 05, 05]

055B; [0B CF, 05, 05]

055F; [0B D1, 05, 05]

05BE; [0B D3, 05, 05]

05C0; [0B D5, 05, 05]

05C3; [0B D7, 05, 05]

05C6; [0B D9, 05, 05]

05F3; [0B DB, 05, 05]

05F4; [0B DD, 05, 05]

070A; [0B DF 04, 05, 05]

070B; [0B DF 0C, 05, 05]

070C; [0B DF 14, 05, 05]

070D; [0B DF 1C, 05, 05]

085E; [0B DF 24, 05, 05]

1800; [0B DF 2C, 05, 05]

0970; [0B E0, 05, 05]

A8F8; [0B E2, 05, 05]

A8F9; [0B E4, 05, 05]

A8FA; [0B E6, 05, 05]

0DF4; [0B E8, 05, 05]

0E5A; [0B EA, 05, 05]

